entity_id,name,iso3,sector_code,sector_label,overlay_tags
vparty_201,Union of the Centre,ITA,,,
vparty_203,Pact for Italy,ITA,,,
vparty_259,Italian Renewal,ITA,,,
vparty_279,Democracy is Freedom -- The Daisy,ITA,,,tech_platform
vparty_365,The People of Freedom,ITA,,,
vparty_394,Republican Party,ITA,,,
vparty_688,Segni Pact,ITA,,,
vparty_742,Italian Socialist Party,ITA,,,tech_platform
vparty_768,List Di Pietro -- Italy of Values,ITA,,,
vparty_773,Monarchist National Party,ITA,,,
vparty_802,Democratic Party,ITA,,,
vparty_813,National Alliance,ITA,,,
vparty_851,Federation of the Greens,ITA,,,
vparty_878,Democrats of the Left,ITA,,,
vparty_934,Christian Democrats,ITA,,,
vparty_962,Christian Democratic Center / United Christian Democrats (White Flower),ITA,,,
vparty_1045,Movement for Autonomy,ITA,,,
vparty_1126,Italian Democratic Socialist Party,ITA,,,tech_platform
vparty_1221,North League,ITA,,,
vparty_1372,The Union,ITA,,,
vparty_1404,Communist Refoundation Party,ITA,,,
vparty_1461,Italian Liberal Party,ITA,,,
vparty_1464,National Democratic Union,ITA,,,
vparty_1498,Front of the Ordinary Man,ITA,,,
vparty_1519,Pole of Freedoms,ITA,,,
vparty_1626,Go Italy,ITA,,,
vparty_1635,Party of Italian Communists,ITA,,,
vparty_1696,Italian Social Movement / Italian Social Movement-National Right,ITA,,,tech_platform
vparty_1701,Italian People's Party,ITA,,,
vparty_1711,Rose in the Fist,ITA,,,
vparty_1737,The Olive Tree,ITA,,,
vparty_1758,Union of Christian and Centre Democrats,ITA,,,
vparty_1767,Christian Democratic Center,ITA,,,
vparty_2046,Five Star Movement,ITA,,,
vparty_2280,Brothers of Italy,ITA,,,
vparty_2281,Civic Choice,ITA,,,
vparty_2418,Italian People's Party,ITA,,,
vparty_2419,Radical Party,ITA,,,
vparty_3742,Pannella List,ITA,,,
vparty_3743,Sunflower,ITA,,,
vparty_4069,National Fascist Party,ITA,,,
vparty_4789,Constitutional Democratic Party,ITA,,,
vparty_6241,House of Freedom,ITA,,,
vparty_6406,Historical Right,ITA,,,
vparty_6407,Unitary Socialist Party (1922),ITA,,,tech_platform
vparty_7031,Left Ecology Freedom,ITA,,,
vparty_7127,Italian Social Democratic Party,ITA,,,tech_platform
vparty_7128,Liberal Union,ITA,,,
vparty_7129,Democratic Liberal Party,ITA,,,
vparty_7130,Historical Left,ITA,,,
vparty_7131,Historical Far Left,ITA,,,
vparty_7777,Centre-left coalition,ITA,,,
vparty_8052,Pole for Freedoms,ITA,,,
vparty_8053,Alliance of Progressives,ITA,,,
vparty_8054,Democratic Party of the Left,ITA,,,
vparty_8055,Popular Party for Prodi,ITA,,,
vparty_8056,Centre-right Coalition,ITA,,,
vparty_8057,Italy. Common Good,ITA,,,
vparty_8058,Forward Italy (2013),ITA,,,
vparty_93392,alliance: National Blocs,ITA,,,
vparty_93393,alliance: National List,ITA,,,
vparty_93394,alliance: With Monti for Italy,ITA,,,
vparty_3593,independent,JOR,,,
vparty_4537,Islamic Action Front,JOR,,,
vparty_4609,Muslim Centre Party,JOR,,,
vparty_6368,Party of Liberation,JOR,,,
vparty_6369,National Socialist Party,JOR,,,tech_platform
vparty_6370,Community,JOR,,,
vparty_6371,Arab Constitutional Party,JOR,,,
vparty_6372,Arab Ba'th Party,JOR,,,
vparty_6373,National Front,JOR,,,
vparty_93395,unknown: Opposition,JOR,,,
vparty_19,"Democratic Party """"Saimnieks""""",LVA,,,tech_platform
vparty_176,For Human Rights in a United Latvia,LVA,,,media
vparty_304,Christian Democratic Union,LVA,,,
vparty_373,Latvian Unity Party,LVA,,,media
vparty_393,For a Good Latvia,LVA,,,media
vparty_415,Civic Union,LVA,,,
vparty_461,Latvian First Party / Latvian Way Party,LVA,,,media
vparty_588,Socialist Party of Latvia,LVA,,,"media,tech_platform"
vparty_600,Communist Party of Latvia,LVA,,,media
vparty_627,Society for Other Politics,LVA,,,
vparty_671,For Fatherland and Freedom,LVA,,,
vparty_701,Green and Farmers' Union,LVA,,,
vparty_741,Latvian Social Democratic Workers' Party,LVA,,,"media,tech_platform"
vparty_852,Unity,LVA,,,
vparty_860,Equal Rights,LVA,,,
vparty_1043,Latvian Way,LVA,,,media
vparty_1056,Harmony Centre,LVA,,,
vparty_1296,Latvian Green Party,LVA,,,media
vparty_1315,Popular Front of Latvia,LVA,,,media
vparty_1476,Zatlers' Reform Party,LVA,,,
vparty_1531,New Era,LVA,,,
vparty_1632,New Era Party,LVA,,,
vparty_1654,People's Movement for Latvia -- Siegerist Party,LVA,,,media
vparty_1702,Latvian Farmers' Union,LVA,,,media
vparty_1704,National Alliance / For Fatherland and Freedom / LNNK,LVA,,,
vparty_1719,National Harmony Party,LVA,,,
vparty_1755,People's Party,LVA,,,
vparty_1778,Latvia's First Party,LVA,,,media
vparty_1789,Latvian National Independence Movement,LVA,,,media
vparty_2766,independent,LVA,,,
vparty_3193,For Latvia from the Heart,LVA,,,media
vparty_3194,Latvian Association of Regions,LVA,,,media
vparty_3213,Latvian Development,LVA,,,media
vparty_5707,Democratic Centre,LVA,,,
vparty_5708,New Farmers-Small Landowners Party,LVA,,,
vparty_5709,Latgalian Christian Peasant and Catholic Party,LVA,,,
vparty_5787,Union of Social Democrats – Mensheviks and Rural Workers,LVA,,,tech_platform
vparty_6355,New Conservative Party,LVA,,,
vparty_6356,Who owns the state?,LVA,,,
vparty_6725,Latgalian Farmer-Labour Party,LVA,,,
vparty_6800,Latgalian Farmers Party,LVA,,,
vparty_6801,Committee of the German Baltic Parties,LVA,,,
vparty_7863,Movement For!,LVA,,,
vparty_7864,Growth,LVA,,,
vparty_93553,alliance: Development/For!,LVA,,,
vparty_3445,independent,LSO,,,
vparty_3766,All Basotho Convention,LSO,,,
vparty_3768,Lesotho People’s Congress,LSO,,,
vparty_3769,Lesotho Workers Party,LSO,,,
vparty_3771,Lesotho Congress for Democracy,LSO,,,
vparty_4166,Democratic Congress,LSO,,,
vparty_4167,Basotho Congress Party / Basutoland Congress Party,LSO,,,
vparty_4168,Marema-Tlou/Marematlou Party,LSO,,,
vparty_4170,National Independent Party,LSO,,,
vparty_4171,Basotho National Party,LSO,,,
vparty_4172,Marematlou Freedom Party,LSO,,,
vparty_5980,Alliance of Democrats,LSO,,,
vparty_5982,Movement for Economic Change,LSO,,,
vparty_3451,independent,LBR,,,
vparty_4136,Congress for Democratic Change,LBR,,,
vparty_4139,Liberty Party,LBR,,,
vparty_4140,Unity Party,LBR,,,
vparty_4142,National Patriotic Party,LBR,,,
vparty_4143,National Democratic Party of Liberia,LBR,,,
vparty_5163,National Union for Democratic Progress,LBR,,,
vparty_5376,Liberian Action Party,LBR,,,
vparty_5837,True Whig Party,LBR,,,
vparty_5870,Liberian People's Party,LBR,,,
vparty_5986,All Liberian Party,LBR,,,
vparty_5988,Alternative National Congress,LBR,,,
vparty_5991,United People's Party,LBR,,,
vparty_5993,People's Unification Party,LBR,,,
vparty_6502,Liberian Unification Party,LBR,,,
vparty_6596,National Democratic Coalition,LBR,,,
vparty_7133,Coalition for the Transformation of Liberia,LBR,,,
vparty_93405,alliance: Coalition for Democratic Change,LBR,,,
vparty_3457,independent,MWI,,,
vparty_3732,Malawi Congress Party,MWI,,,
vparty_3733,Alliance for Democracy,MWI,,,
vparty_3734,United Democratic Front,MWI,,,
vparty_3735,National Democratic Alliance,MWI,,,
vparty_3737,Republican Party,MWI,,,
vparty_4844,United Federal Party,MWI,,,
vparty_4845,Nyasaland Constitutional Party,MWI,,,
vparty_4846,Democratic Progressive Party,MWI,,,
vparty_4847,People's Party,MWI,,,
vparty_7299,Nyasaland African Congress,MWI,,,
vparty_8067,United Transformation Movement,MWI,,,
vparty_4992,independent,MDV,,,
vparty_5327,Maldivian People’s Party,MDV,,,
vparty_5329,Maldivian Democratic Party,MDV,,,
vparty_5680,Republican Party,MDV,,,
vparty_5682,Progressive Party of Maldives,MDV,,,
vparty_5684,People's Alliance,MDV,,,
vparty_5685,Maldives Development Alliance,MDV,,,
vparty_7914,People's National Congress,MDV,,,
vparty_93408,technical: Presidential appointees,MDV,,,
vparty_93409,unknown: Pro-Government,MDV,,,
vparty_93556,alliance: PPM - PNC,MDV,,,
vparty_2321,Democratic Party,MNG,,,
vparty_2322,Mongolian People's [Revolutionary] Party,MNG,,,
vparty_2468,Civil Will-Green Party,MNG,,,
vparty_2816,independent,MNG,,,
vparty_4902,Motherland Party / Mongolian Democratic New Socialist Party,MNG,,,tech_platform
vparty_5872,Mongolian Social Democratic Party,MNG,,,tech_platform
vparty_7142,Mongolian National Democratic Party,MNG,,,
vparty_7623,Mongolian People's Revolutionary Party,MNG,,,
vparty_7924,Mongolian National Progress Party,MNG,,,
vparty_7925,United Party,MNG,,,
vparty_93418,alliance: Alliance,MNG,,,
vparty_93419,alliance: Motherland-Democracy Coalition,MNG,,,
vparty_93571,alliance: Justice Coalition,MNG,,,
vparty_100102,alliance: Democratic Union Coalition,MNG,,,
vparty_2324,Socialist Union of Popular Forces,MAR,,,tech_platform
vparty_2479,Justice and Development Party,MAR,,,
vparty_2480,National Rally of Independents,MAR,,,
vparty_2481,Popular Movement,MAR,,,
vparty_2482,Istiqlal / Independence Party,MAR,,,
vparty_2825,independent,MAR,,,
vparty_5322,National Union of Popular Forces,MAR,,,
vparty_5323,Constitutional Union,MAR,,,
vparty_5324,Front for the Defence of Constitutional Institutions,MAR,,,
vparty_5325,Authenticity and Modernity Party,MAR,,,
vparty_5705,Democratic and Social Movement,MAR,,,tech_platform
vparty_5706,National Democratic Party,MAR,,,
vparty_6203,National Popular Movement,MAR,,,
vparty_6220,Progress and Socialism,MAR,,,tech_platform
vparty_7889,Covenant Party,MAR,,,
vparty_93574,alliance: PND–Al Ahd Union,MAR,,,
vparty_45,Democrats 66,NLD,,,
vparty_163,Anti-Revolutionary Party,NLD,,,
vparty_298,Party for Freedom,NLD,,,
vparty_459,Communist Party of the Netherlands,NLD,,,
vparty_543,Free-thinking Democratic League,NLD,,,
vparty_828,People's Party for Freedom and Democracy,NLD,,,
vparty_921,Democratic Socialists 70,NLD,,,tech_platform
vparty_1102,Christian Historical Union,NLD,,,
vparty_1157,Christian Democratic Appeal,NLD,,,
vparty_1234,Labour,NLD,,,
vparty_1363,Socialist Party,NLD,,,tech_platform
vparty_1390,Catholic Peoples Party,NLD,,,
vparty_1528,Fortuyn List,NLD,,,
vparty_1537,GreenLeft,NLD,,,
vparty_1889,Liberal State Party / The Freedom League,NLD,,,
vparty_1894,Social Democratic Workers' Party,NLD,,,tech_platform
vparty_1943,League of Free Liberals,NLD,,,
vparty_2128,Liberal Union,NLD,,,
vparty_3751,General League / Roman-Catholic State Party,NLD,,,
vparty_59,Democratic Change,PAN,,,
vparty_202,Panamenista Party / Authentic Panameñista Party,PAN,,,
vparty_380,National Liberal Party,PAN,,,
vparty_949,Solidarity Party,PAN,,,
vparty_987,People's Party – Christian Democratic Party of Panama,PAN,,,
vparty_1351,Democratic Revolutionary Party,PAN,,,
vparty_1555,Nationalist Republican Liberal Movement,PAN,,,
vparty_2871,independent,PAN,,,
vparty_5312,Conservative Party,PAN,,,
vparty_5313,National Patriotic Coalition,PAN,,,
vparty_5314,Liberal Doctrinaire Party,PAN,,,tech_platform
vparty_5315,Liberal Party,PAN,,,
vparty_5316,Liberal Renewal Party,PAN,,,
vparty_5318,Renewal Party,PAN,,,
vparty_5319,Authentic Revolutionary Party,PAN,,,
vparty_5703,Papa Egoro Movement,PAN,,,
vparty_5717,Popular Union Party,PAN,,,
vparty_5718,Authentic Liberal Party,PAN,,,
vparty_5930,Labor and Agrarian Party,PAN,,,
vparty_6564,Third Nationalist Party,PAN,,,
vparty_6565,Liberal Civic Resistance Party,PAN,,,
vparty_6566,National Liberation Movement,PAN,,,
vparty_6567,Republican Party,PAN,,,
vparty_7151,Chiarista Liberal Party,PAN,,,
vparty_7153,Democratic Liberal Party,PAN,,,
vparty_7154,Democratic Action Party,PAN,,,
vparty_7155,National Progressive Party,PAN,,,
vparty_7156,Patriotic Union,PAN,,,
vparty_7727,Government’s [no-patrty],PAN,,,
vparty_7728,Opposition [no-party],PAN,,,
vparty_93438,alliance: Coalition Reform and National,PAN,,,
vparty_93439,alliance: United Liberal,PAN,,,
vparty_93440,alliance: National Union,PAN,,,
vparty_93441,alliance: People's Alliance,PAN,,,
vparty_93442,technical: Appointed from the National Assembly of Municipal Representatives,PAN,,,
vparty_5010,independent,PNG,,,
vparty_5195,Pangu Party / Papua and Niugini Union Party,PNG,,,
vparty_5196,United Party,PNG,,,
vparty_5256,People's Progress Party,PNG,,,
vparty_5257,People's Democratic Movement,PNG,,,
vparty_5259,National Alliance Party,PNG,,,
vparty_5260,National Party,PNG,,,
vparty_5714,Melanesian Alliance Party,PNG,,,
vparty_5715,People's Action Party,PNG,,,
vparty_5716,People's National Congress,PNG,,,
vparty_6082,Triumph Heritage Empowerment Party,PNG,,,critical_infra
vparty_6184,PNG [Diro] Independent Group,PNG,,,
vparty_6306,United Resources Party,PNG,,,
vparty_6307,People's Party,PNG,,,
vparty_7628,Christian Democratic Party,PNG,,,
vparty_7629,Coalition for Reform Party,PNG,,,
vparty_7630,Melanesian Liberal Party,PNG,,,
vparty_7631,Our Development Party,PNG,,,
vparty_7632,Papua New Guinea Country Party,PNG,,,
vparty_7633,Papua New Guinea Party,PNG,,,
vparty_7634,People's Labour Party,PNG,,,
vparty_7635,People's Movement for Change Party,PNG,,,
vparty_7636,Social Democratic Party,PNG,,,tech_platform
vparty_3505,independent,SLE,,,
vparty_4045,All People's Congress,SLE,,,
vparty_4046,United National People's Party,SLE,,,
vparty_4047,Sierra Leone People's Party,SLE,,,
vparty_5895,People's Democratic Party,SLE,,,
vparty_6081,National Unity Party,SLE,,,
vparty_6444,United Progressive Party,SLE,,,
vparty_6514,National Council of Sierra Leone,SLE,,,
vparty_7649,Coalition for Change Party,SLE,,,
vparty_7651,National Grand Coalition Party,SLE,,,
vparty_93467,technical: Elected Chiefs,SLE,,,
vparty_139,Convergence and Unity,ESP,,,
vparty_247,Communist Party / United Left,ESP,,,
vparty_441,People's Alliance-Party / People's Party,ESP,,,
vparty_848,Republican Left of Catalonia,ESP,,,
vparty_1248,Democratic and Social Centre,ESP,,,tech_platform
vparty_1271,Union of the Democratic Centre,ESP,,,
vparty_1338,Spanish Socialist Workers Party,ESP,,,tech_platform
vparty_2413,Republican Action,ESP,,,
vparty_2540,Carlist Party,ESP,,,
vparty_2927,independent,ESP,,,
vparty_3203,We Can,ESP,,,
vparty_3217,Citizens -- Party of the Citizenry,ESP,,,
vparty_3218,Voice,ESP,,,
vparty_4585,Spanish Renewal,ESP,,,
vparty_4587,Galician Republicans,ESP,,,
vparty_4590,Radical Republican Party,ESP,,,
vparty_4591,Radical Socialist Party,ESP,,,tech_platform
vparty_4592,Regionalist League of Catalonia,ESP,,,
vparty_4593,Republican Left,ESP,,,
vparty_4596,Republican Union,ESP,,,
vparty_4598,National Action,ESP,,,
vparty_4599,Spanish Agrarian Party,ESP,,,
vparty_5748,Federal Democratic Republican Party,ESP,,,
vparty_5778,Traditionalist Spanish Phalanx of the Committees of the National Syndicalist Offensive,ESP,,,
vparty_6455,Liberal Party / Liberal Fusionist Party,ESP,,,
vparty_6774,Liberal Conservative Party / Conservative Party,ESP,,,
vparty_6778,Republican Union Party,ESP,,,
vparty_6779,Republican–Socialist Conjunction,ESP,,,tech_platform
vparty_6780,Liberal Democratic Party,ESP,,,
vparty_6781,Maurist Conservatives / Maurist Party,ESP,,,
vparty_6782,Liberal Left,ESP,,,
vparty_6783,Ciervists / Ciervist Conservatives,ESP,,,
vparty_7108,Reformist Party,ESP,,,
vparty_7109,Republican Federation,ESP,,,
vparty_7464,National Alliance,ESP,,,
vparty_7465,Independent Radical Socialist Party,ESP,,,tech_platform
vparty_7656,United We Can,ESP,,,
vparty_8031,In Common We Can,ESP,,,
vparty_8032,Compromise | A la valenciana,ESP,,,
vparty_93469,alliance: Catalan Solidarity,ESP,,,
vparty_93470,alliance: Liberal Party–Liberal Democrats,ESP,,,
vparty_93471,alliance: Left Alliance,ESP,,,
vparty_93472,alliance: Ministerials,ESP,,,
vparty_93473,alliance: Liberals and Reformists,ESP,,,
vparty_93474,alliance: PRS/UR,ESP,,,
vparty_93475,alliance: AR/IR,ESP,,,
vparty_93476,alliance: CEDA/AN/PA/RE/PC/Falange,ESP,,,
vparty_93477,alliance: AR/PRRS/PRSl/UR/FRG,ESP,,,
vparty_93478,unknown: PRRS,ESP,,,
vparty_93479,alliance: Popular Front (Left),ESP,,,
vparty_93480,alliance: Right/Centre Right,ESP,,,
vparty_93481,alliance: We Can–In Common–Commitment–En Masse,ESP,,,
vparty_5034,independent,SYR,,,
vparty_5216,Arab Socialist Ba'ath Party – Syria Region,SYR,,,tech_platform
vparty_5217,National Progressive Front,SYR,,,
vparty_6035,People's Party,SYR,,,
vparty_6036,Syrian National Party,SYR,,,
vparty_7085,Arab Socialist Movement,SYR,,,tech_platform
vparty_7293,Arab Liberation Movement,SYR,,,
vparty_7294,Muslim Brotherhood of Syria/Islamic Socialist Front,SYR,,,tech_platform
vparty_7295,Arab Socialist Union,SYR,,,tech_platform
vparty_7877,Syrian Social Nationalist Party,SYR,,,tech_platform
vparty_7878,Syrian Communist Party (Bakdash),SYR,,,
vparty_7879,Socialist Unionist Party,SYR,,,tech_platform
vparty_7880,Syrian Communist Party (Unified),SYR,,,
vparty_7881,National Covenant Party,SYR,,,
vparty_7883,Democratic Socialist Unionist Party,SYR,,,tech_platform
vparty_7884,Arabic Democratic Union Party,SYR,,,
vparty_4530,Nidaa Tounes,TUN,,,
vparty_4532,Congress for the Republic,TUN,,,
vparty_4534,Current of Love,TUN,,,
vparty_4757,Neo Destour / New Constitutional Liberal Party / Socialist Destourian Party / Democratic Constitutional Rally,TUN,,,tech_platform
vparty_5781,Socialist Destourian Party,TUN,,,tech_platform
vparty_5832,Ennahdha Party / Renaissance Party,TUN,,,tech_platform
vparty_6074,Democratic Forum for Labour and Liberties,TUN,,,
vparty_7319,National Union,TUN,,,
vparty_7916,Heart of Tunisia,TUN,,,
vparty_7917,Democratic Current,TUN,,,
vparty_7918,Free Destourian Party,TUN,,,
vparty_8125,Dignity Coalition,TUN,,,
vparty_159,Young Party,TUR,,,
vparty_178,Nationalist Democratic Party,TUR,,,
vparty_228,Nation Party,TUR,,,
vparty_306,Justice and Development Party,TUR,,,
vparty_351,True Path Party,TUR,,,
vparty_815,National Salvation Party,TUR,,,
vparty_1060,Republican Peoples Party,TUR,,,
vparty_1067,Welfare Party,TUR,,,
vparty_1190,Motherland Party,TUR,,,
vparty_1253,Social Democratic Populist Party,TUR,,,tech_platform
vparty_1423,Populist Party,TUR,,,
vparty_1463,Virtue Party,TUR,,,
vparty_1610,Nationalist Movement [Action] Party,TUR,,,
vparty_1740,Democratic Left Party,TUR,,,
vparty_2472,People's Democracy Party,TUR,,,
vparty_2956,independent,TUR,,,
vparty_4371,Trust Party / Republican Reliance Party / National Reliance Party,TUR,,,
vparty_4373,Justice Party,TUR,,,
vparty_4376,Democratic Party (1970),TUR,,,
vparty_4377,Republican Nation Party,TUR,,,
vparty_4758,Democrat Party,TUR,,,
vparty_6042,Peoples' Democratic Party,TUR,,,
vparty_6236,Good Party,TUR,,,
vparty_7926,New Turkey Party (1961),TUR,,,
vparty_93603,alliance: People's Alliance,TUR,,,
vparty_93604,alliance: Nation Alliance,TUR,,,
vparty_2206,People’s Democratic Party of Ukraine,UKR,,,tech_platform
vparty_2207,People's Movement of Ukraine,UKR,,,tech_platform
vparty_2210,Social Democratic Party of Ukraine (United),UKR,,,tech_platform
vparty_2211,Socialist Party of the Ukraine,UKR,,,tech_platform
vparty_2220,Communist Party of Ukraine,UKR,,,tech_platform
vparty_2224,For a United Ukraine!,UKR,,,tech_platform
vparty_2226,Party of Greens of Ukraine,UKR,,,tech_platform
vparty_2228,Yulia Tymoshenko Bloc,UKR,,,
vparty_2231,Our Ukraine – People's Self-Defense Bloc,UKR,,,"tech_platform,defense"
vparty_2234,Party of Regions,UKR,,,
vparty_2960,independent,UKR,,,
vparty_3266,"All Ukrainian Union """"Fatherland""""",UKR,,,tech_platform
vparty_3267,"All Ukrainian Union """"Freedom"""" / Svoboda",UKR,,,tech_platform
vparty_4773,People's Front,UKR,,,
vparty_4774,Radical Party of Oleh Lyashko,UKR,,,
vparty_4776,Self Reliance Party,UKR,,,
vparty_4778,European Solidarity / Petro Poroshenko Bloc,UKR,,,
vparty_4779,Opposition Bloc,UKR,,,
vparty_5825,Ukrainian Democratic Alliance for Reform,UKR,,,tech_platform
vparty_6985,Communist Party of Ukraine,UKR,,,tech_platform
vparty_7921,Servant of the People,UKR,,,
vparty_7922,Opposition Platform — For Life,UKR,,,tech_platform
vparty_7923,Voice,UKR,,,
vparty_93499,alliance: Democratic Bloc,UKR,,,
vparty_93500,technical: Vacant,UKR,,,
vparty_141,National Liberal Party,GBR,,,
vparty_540,Liberal Party,GBR,,,
vparty_601,United Kingdom Independence Party,GBR,,,
vparty_986,Scottish National Party,GBR,,,
vparty_1388,Liberal Democrats,GBR,,,
vparty_1516,Labour,GBR,,,
vparty_1567,Conservatives,GBR,,,
vparty_2120,Liberal Unionist Party,GBR,,,
vparty_2123,National Liberal Party – Lloyd George,GBR,,,
vparty_118,National Party,URY,,,
vparty_1419,Colorado Party,URY,,,
vparty_1658,Broad Front / Progressive Encounter,URY,,,
vparty_3671,New Space,URY,,,
vparty_4492,Communist Party of Uruguay,URY,,,
vparty_4507,Civic Union (1912),URY,,,
vparty_6866,Independent National Party,URY,,,
vparty_8123,Open Cabildo,URY,,,
vparty_93502,unknown: Anti–Colegialista,URY,,,
vparty_3563,independent,DZA,,,
vparty_4098,Algerian National Front,DZA,,,
vparty_4111,National Liberation Front,DZA,,,
vparty_4113,National Rally for Democracy,DZA,,,
vparty_4114,Socialist Forces Front,DZA,,,tech_platform
vparty_5221,Movement for the Society of Peace,DZA,,,
vparty_5222,Movement for National Reform,DZA,,,
vparty_5622,Workers' Party,DZA,,,
vparty_6219,Movement of the Islamic Renaissance,DZA,,,tech_platform
vparty_93291,alliance: AAV,DZA,,,
vparty_2298,People's Movement for the Liberation of Angola – Labour Party,AGO,,,
vparty_2343,National Union for the Total Independence of Angola,AGO,,,
vparty_3556,Broad Convergence for the Salvation of Angola – Electoral Coalition,AGO,,,
vparty_7720,Angolan Free Alliance Majority Party,AGO,,,
vparty_7721,Angolan Pacific Party,AGO,,,
vparty_7722,Party for Democracy and Development in Angola-Patriotic Alliance,AGO,,,
vparty_7723,National Salvation Party of Angola,AGO,,,
vparty_2007,Rule of Law / Armenian Renaissance,ARM,,,tech_platform
vparty_2008,Justice,ARM,,,
vparty_2009,National Democratic Union,ARM,,,
vparty_2010,National Self-Determination Union,ARM,,,
vparty_2011,National Unity,ARM,,,
vparty_2012,Republic,ARM,,,
vparty_2013,Republican Party of Armenia,ARM,,,
vparty_2015,Semiramis (Women’s Movement),ARM,,,
vparty_2016,United Labour Party,ARM,,,
vparty_2018,Armenian Communist Party,ARM,,,
vparty_2020,Armenian Revolutionary Federation,ARM,,,
vparty_2582,independent,ARM,,,
vparty_3783,Heritage Party,ARM,,,
vparty_4205,Prosperous Armenia Party,ARM,,,
vparty_4365,Pan-Armenian National Movement,ARM,,,
vparty_4539,Armenian National Congress,ARM,,,
vparty_7507,Bright Armenia,ARM,,,
vparty_7508,My Step Alliance,ARM,,,
vparty_7754,Civil Contract,ARM,,,
vparty_7800,Mission Party,ARM,,,
vparty_8012,Communist Party of Armenia,ARM,,,
vparty_93510,alliance: Right and Unity,ARM,,,
vparty_93511,alliance: Tsarukyan Alliance,ARM,,,
vparty_93512,alliance: Way Out Alliance,ARM,,,
vparty_1991,Azerbaijan National Independence Party,AZE,,,tech_platform
vparty_1992,Azerbaijan Popular Front,AZE,,,tech_platform
vparty_1993,Azerbaijan Communist Party (1993),AZE,,,tech_platform
vparty_1994,Civil Solidarity Party,AZE,,,
vparty_1995,New Azerbaijan Party,AZE,,,tech_platform
vparty_2593,independent,AZE,,,
vparty_6223,Communist Party of Azerbaijan (1921),AZE,,,tech_platform
vparty_7050,Equality Party,AZE,,,
vparty_93297,alliance: Azadliq bloc,AZE,,,
vparty_2030,"Party of Communists of Belarus / Belarusian Left Party """"A Just World""""",BLR,,,
vparty_2037,Agrarian Party,BLR,,,
vparty_2603,independent,BLR,,,
vparty_3646,Liberal Democratic Party,BLR,,,
vparty_7407,Republican Party of Labour and Justice,BLR,,,
vparty_7418,Communist Party of Belarus,BLR,,,
vparty_93298,technical: Against all,BLR,,,tech_platform
vparty_3682,Social Democratic Front,CMR,,,tech_platform
vparty_3774,Cameroon People’s Democratic Movement,CMR,,,
vparty_3775,National Union for Democracy and Progress,CMR,,,
vparty_5409,Cameroon People's National Convention,CMR,,,
vparty_5410,Cameroon Union,CMR,,,
vparty_5411,Union of the Peoples of Cameroon,CMR,,,
vparty_5412,Cameroonian Party of Democrats,CMR,,,
vparty_5791,Cameroonian National Union,CMR,,,
vparty_6338,Kamerun National Democratic Party,CMR,,,
vparty_4708,Chadian Social Action,TCD,,,tech_platform
vparty_4709,Parti Progressiste Tchadien / National Movement for the Cultural and Social Revolution,TCD,,,tech_platform
vparty_5502,Union for Renewal and Democracy,TCD,,,
vparty_5503,Patriotic Salvation Movement,TCD,,,
vparty_5595,Rally for Democracy and Progress,TCD,,,
vparty_5596,"Federation, Action for the Republic",TCD,,,
vparty_5820,National Union for Independence and Revolution,TCD,,,
vparty_5821,National Union for Democracy and Renewal,TCD,,,
vparty_6576,Independent Democratic Union of Chad,TCD,,,
vparty_6577,Grouping of Rural and Independent Chadians,TCD,,,
vparty_6742,African Socialist Movement,TCD,,,tech_platform
vparty_7047,Democratic and Socialist Union of the Resistance,TCD,,,tech_platform
vparty_7048,Independent Socialist Party of Chad,TCD,,,tech_platform
vparty_7184,National Rally for Democracy in Chad,TCD,,,
vparty_7219,Chadian Democratic Union,TCD,,,
vparty_8034,National Rally for Development and Progress,TCD,,,
vparty_8035,Alliance for the Renaissance of Chad,TCD,,,tech_platform
vparty_93313,alliance: Civic Action Front of Chad,TCD,,,
vparty_93314,alliance: Entente,TCD,,,
vparty_93315,unknown: Radicals and Radical Socialists,TCD,,,tech_platform
vparty_5124,Communist Party of China,CHN,,,
vparty_4944,independent,COD,,,
vparty_5089,Movement for the Liberation of the Congo,COD,,,
vparty_5090,People's Party for Reconstruction and Democracy,COD,,,
vparty_5091,Popular Movement of the Revolution,COD,,,
vparty_5092,Union for Democracy and Social Progress,COD,,,tech_platform
vparty_5597,Unified Lumumbist Party,COD,,,
vparty_5598,Social Movement for Renewal,COD,,,tech_platform
vparty_5772,Alliance des Bakongo,COD,,,
vparty_6050,Congolese National Movement - Lumumba,COD,,,
vparty_6063,Union for the Congolese Nation,COD,,,
vparty_6207,People's Party for Peace and Democracy,COD,,,
vparty_6208,Forces for Renewal,COD,,,
vparty_6453,African Solidarity Party // African Mutual Party,COD,,,
vparty_6587,National Progress Party,COD,,,
vparty_6588,Confederation of Tribal Associations of Katanga,COD,,,
vparty_7426,Congolese National Movement - Kalonji,COD,,,
vparty_7427,Convention Nationale Congolaise,COD,,,tech_platform
vparty_7478,Party of National Unity,COD,,,
vparty_7479,Centre de Regroupement Africain,COD,,,tech_platform
vparty_7480,Cartel Katangais,COD,,,tech_platform
vparty_93347,alliance: Congolese National Convention (CONACO)-led Coalition,COD,,,
vparty_4673,independent,COG,,,
vparty_4723,African Socialist Movement,COG,,,tech_platform
vparty_4724,Democratic Union for the Defence of African Interests,COG,,,
vparty_5362,Congolese Movement for Democracy and Integral Development,COG,,,
