entity_id,name,iso3,sector_code,sector_label,overlay_tags
vparty_93294,alliance: United for a New Alternative,ARG,,,
vparty_93508,alliance: Alianza Popular,ARG,,,
vparty_93509,alliance: Frente Amplio Progresista,ARG,,,
vparty_100078,alliance: Frente de Todos,ARG,,,
vparty_3575,independent,ETH,,,
vparty_4322,Ethiopian People's Revolutionary Democratic Front,ETH,,,
vparty_4323,Coalition for Unity and Democracy,ETH,,,
vparty_4324,United Ethiopian Democratic Forces,ETH,,,
vparty_5793,Workers Party of Ethiopia,ETH,,,
vparty_17,Dravidian Progress Federation,IND,,,
vparty_408,Communist Party of India,IND,,,
vparty_422,Indian People's Party,IND,,,
vparty_893,Communist Party of India (Marxist),IND,,,
vparty_937,Bahujan Samaj Party,IND,,,
vparty_1207,Janata Dal,IND,,,
vparty_1297,Indian National Congress,IND,,,
vparty_1571,All India Anna Dravidian Progress Federation,IND,,,
vparty_2491,Socialist Party,IND,,,tech_platform
vparty_2492,Telugu Desam Party,IND,,,
vparty_2494,All India Trinamool Congress,IND,,,
vparty_2498,Janata Dal (United),IND,,,
vparty_2726,independent,IND,,,
vparty_4103,Shiromani Akali Dal (Simranjit Singh Mann),IND,,,
vparty_4787,Bharatiya Jana Sangh,IND,,,
vparty_4788,Janata Party,IND,,,
vparty_5174,Praja Socialist Party,IND,,,tech_platform
vparty_5176,Freedom Party,IND,,,
vparty_5178,Janta Party (Secular),IND,,,
vparty_5181,United Socialist Party,IND,,,tech_platform
vparty_6424,Farmer & Working People's Party,IND,,,
vparty_6639,Indian National Congress (Organisation),IND,,,
vparty_7257,All-India Muslim League,IND,,,
vparty_7258,Congress Nationalist Party,IND,,,
vparty_7259,Nationalist Party,IND,,,
vparty_7260,Swaraj Party,IND,,,
vparty_7261,Indian Liberal Party,IND,,,
vparty_7262,Democratic Party,IND,,,
vparty_93383,technical: Appointed members,IND,,,
vparty_2316,Kenya African National Union,KEN,,,
vparty_2359,Party of National Unity,KEN,,,
vparty_2360,Orange Democratic Movement,KEN,,,
vparty_2362,Wiper Democratic Movement – Kenya,KEN,,,
vparty_2752,independent,KEN,,,
vparty_3850,New Kenya Party,KEN,,,
vparty_3852,African People's Party,KEN,,,
vparty_3856,United Republican Party,KEN,,,
vparty_3858,Safina,KEN,,,
vparty_3860,Democratic Party,KEN,,,
vparty_3862,Forum for the Restoration of Democracy-Asili,KEN,,,
vparty_3863,Forum for the Restoration of Democracy-Kenya,KEN,,,
vparty_3867,The National Alliance,KEN,,,
vparty_4082,Baluhya Political Union,KEN,,,
vparty_4083,Kenya African Democratic Union,KEN,,,
vparty_4858,Liberal Democratic Party,KEN,,,
vparty_5834,National Rainbow Coalition,KEN,,,tech_platform
vparty_5892,National Development Party Kenya,KEN,,,
vparty_6512,Kenya People's Union,KEN,,,
vparty_6912,Jubilee Party,KEN,,,
vparty_7609,Amani National Congress,KEN,,,
vparty_7932,National Party of Kenya,KEN,,,
vparty_7970,National Rainbow Coalition – Kenya,KEN,,,tech_platform
vparty_7971,Forum for the Restoration of Democracy – People,KEN,,,
vparty_7972,New Forum for the Restoration of Democracy–Kenya,KEN,,,
vparty_93397,technical: Appointed or reserved for minorities,KEN,,,
vparty_93398,alliance: Party of National Unity [PNU] & Allies,KEN,,,
vparty_6555,Democratic Front for the Reunification of the Fatherland / North Korean Fatherland United Democratic Front,PRK,,,
vparty_894,Democratic Liberal Party / New Korea Party,KOR,,,
vparty_2019,National Congress for New Politics / Democratic Party,KOR,,,
vparty_2305,[United] Democratic Party,KOR,,,
vparty_2306,Liberty Forward Party / Advancement Unification Party,KOR,,,
vparty_2307,New World Party -- The Grand National Party,KOR,,,
vparty_2452,Our Party,KOR,,,
vparty_2543,United Progressive Party,KOR,,,
vparty_2545,United Liberal Party,KOR,,,
vparty_2546,Democratic Labour Party,KOR,,,
vparty_2547,Democratic Party,KOR,,,
vparty_2548,Millenium Democratic Party,KOR,,,
vparty_2549,National Unification Party,KOR,,,
vparty_2757,independent,KOR,,,
vparty_4340,Daedong Youth Corps / Taedang Youth Party,KOR,,,
vparty_4341,Democratic Justice Party,KOR,,,
vparty_4342,Democratic Korean Party,KOR,,,
vparty_4343,Socialist Mass Party,KOR,,,tech_platform
vparty_4344,Party for Peace and Democracy,KOR,,,
vparty_4448,New Korea Democratic Party,KOR,,,
vparty_4451,Civil Rights Party (1981),KOR,,,
vparty_4454,Liberal Democratic Party,KOR,,,
vparty_4455,Liberal Party,KOR,,,
vparty_4458,Democratic Party,KOR,,,
vparty_4460,Korea National Party,KOR,,,
vparty_4463,Democratic Unification Party,KOR,,,
vparty_4465,Korea Democratic Party,KOR,,,
vparty_4466,Korea National Party / Korea Nationalist Party,KOR,,,
vparty_4467,National Association,KOR,,,
vparty_4468,National Association for the Rapid Realization of Korean Independence,KOR,,,
vparty_4470,New Democratic Party,KOR,,,
vparty_4471,New Democratic Republican Party,KOR,,,
vparty_4509,Party for Unification and Democracy / Reunification Democratic Party,KOR,,,
vparty_4510,Democratic Nationalist Party,KOR,,,
vparty_4511,Democratic Republican Party,KOR,,,
vparty_5247,Civil Rule Party / Civil Rights Party,KOR,,,
vparty_6323,People's Party (1963),KOR,,,
vparty_6560,Justice Party,KOR,,,
vparty_6561,Democratic Party / Minjoo Party of Korea,KOR,,,
vparty_7654,People's Party,KOR,,,
vparty_7655,Liberty Korea Party,KOR,,,
vparty_2294,Democratic Party of Kosovo,XKX,,,
vparty_2295,Democratic League of Kosovo,XKX,,,
vparty_2296,Self-determination,XKX,,,
vparty_3243,Alliance for the Future of Kosovo,XKX,,,
vparty_3701,Reformist Party ORA,XKX,,,
vparty_3703,New Kosovo Alliance,XKX,,,
vparty_3704,Democratic League of Dardania,XKX,,,
vparty_4765,Social Democratic Initiative,XKX,,,tech_platform
vparty_5497,Justice Party,XKX,,,
vparty_5499,Serbian List,XKX,,,
vparty_5500,Social Democratic Party,XKX,,,tech_platform
vparty_5501,Albanian Christian Democratic Party of Kosovo,XKX,,,
vparty_6621,Movement for Unification,XKX,,,
vparty_7895,The Alternative,XKX,,,
vparty_93399,alliance: PANA Coalition,XKX,,,
vparty_93400,technical: Alliance of ethnic minority parties,XKX,,,
vparty_93401,alliance: LAA Colition,XKX,,,
vparty_93549,"alliance: Coalition """"Return""""",XKX,,,
vparty_93550,alliance: Alliance: LDD-PSHDK,XKX,,,
vparty_93551,alliance: PDK-PD-LB-PSHDK-PK,XKX,,,
vparty_100082,alliance: 100% Kosovo (AAK–PSD),XKX,,,
vparty_100083,alliance: NISMA–AKR–PD,XKX,,,
vparty_2562,Future Movement,LBN,,,
vparty_2564,Free Patriotic Movement,LBN,,,
vparty_2565,Progressive Socialist Party,LBN,,,tech_platform
vparty_2566,Lebanese Phalanges Party,LBN,,,
vparty_2770,independent,LBN,,,
vparty_3165,Amal Movement,LBN,,,
vparty_3166,Marada Movement,LBN,,,
vparty_3235,Lebanese Forces,LBN,,,
vparty_3238,Hezbollah,LBN,,,
vparty_4741,National Bloc,LBN,,,
vparty_4742,Constitutionalist Union / Party of Constitutionalist Union,LBN,,,
vparty_5508,Dignity,LBN,,,
vparty_5509,Maronite Christians,LBN,,,
vparty_5510,Greek Orthodox,LBN,,,
vparty_5511,Sunni Moslem,LBN,,,
vparty_5512,Shia Moslem,LBN,,,
vparty_5844,The March 14 Alliance,LBN,,,
vparty_5845,The March 8 Alliance,LBN,,,
vparty_5846,Resistance and Development,LBN,,,
vparty_6039,Constitutional Bloc,LBN,,,
vparty_6391,National Liberal Party,LBN,,,
vparty_7473,Greek Catholics,LBN,,,
vparty_7992,Azm Movement,LBN,,,
vparty_7993,Tadamun Party,LBN,,,
vparty_93403,technical: Christian,LBN,,,
vparty_93404,unknown: BHC,LBN,,,
vparty_510,Social Democratic Party,NGA,,,tech_platform
vparty_1154,National Republican Convention,NGA,,,
vparty_2313,All Nigeria People's Party,NGA,,,
vparty_2353,Action Congress of Nigeria,NGA,,,
vparty_2354,People's Democratic Party,NGA,,,
vparty_2854,independent,NGA,,,
vparty_4116,Alliance for Democracy,NGA,,,
vparty_5349,Nigerian National Democratic Party,NGA,,,
vparty_5350,Northern People's Congress,NGA,,,
vparty_5351,National Party of Nigeria,NGA,,,
vparty_5352,Nigerian Peoples Party,NGA,,,
vparty_5353,National Council of Nigeria and the Cameroons,NGA,,,
vparty_5354,People's Redemption Party,NGA,,,
vparty_5355,Action Group,NGA,,,
vparty_5356,Unity Party of Nigeria,NGA,,,
vparty_5538,All Progressives Congress,NGA,,,
vparty_5539,Congress for Progressive Change,NGA,,,
vparty_6603,United Nigeria Congress Party,NGA,,,
vparty_6975,Democratic Party of Nigeria,NGA,,,
vparty_6976,Nigerian Youth Movement,NGA,,,
vparty_6977,Calabar Ratepayers' Association,NGA,,,
vparty_7475,Great Nigeria People's Party,NGA,,,
vparty_7476,Northern Elements Progressive Union,NGA,,,
vparty_93433,alliance: Nigerian National Alliance,NGA,,,
vparty_93434,alliance: United Progressive Grand Alliance,NGA,,,
vparty_2330,Liberal Party,PHL,,,
vparty_2388,Lakas – Christian Muslim Democrats,PHL,,,
vparty_2389,Nacionalist Party,PHL,,,
vparty_2465,Partner of the Free Filipino,PHL,,,
vparty_2466,Nationalist People's Coalition,PHL,,,
vparty_2884,independent,PHL,,,
vparty_4248,New Society Movement,PHL,,,
vparty_4252,Fight of Democratic Filipinos,PHL,,,
vparty_4601,Struggle of the Patriotic Filipino Masses,PHL,,,
vparty_4602,Philippine Democratic Party-Power of the Nation,PHL,,,critical_infra
vparty_4603,Progressive Party,PHL,,,
vparty_4606,National Popular Liga,PHL,,,
vparty_4652,Nacionalist Party (Osmena Wing),PHL,,,
vparty_4655,United Nationalist Democratic Organization,PHL,,,
vparty_4657,Nacionalist Party (Quezon Wing),PHL,,,
vparty_5169,National Unity Party,PHL,,,
vparty_5171,United Nationalist Alliance,PHL,,,
vparty_5651,People’s Power,PHL,,,critical_infra
vparty_5656,Pusyon Bisaya,PHL,,,
vparty_6891,Democratic Party,PHL,,,
vparty_7324,Association for Service to the New Philippines,PHL,,,
vparty_93446,unknown: BLKNNL,PHL,,,
vparty_93447,alliance: LABAN coalition,PHL,,,
vparty_93448,alliance: GAD coalition,PHL,,,
vparty_93449,alliance: TEAM Unity,PHL,,,
vparty_93450,alliance: Genuine Opposition,PHL,,,
vparty_93451,technical: Party nominees,PHL,,,
vparty_93582,alliance: LP-PDP,PHL,,,
vparty_93583,alliance: Lakas-NUCD/ LDP,PHL,,,
vparty_2328,Party of the Revolution,TZA,,,
vparty_2344,Party for Democracy and Progress,TZA,,,
vparty_2345,Civic United Front,TZA,,,
vparty_2946,independent,TZA,,,
vparty_3276,National Convention for Construction and Reform – Mageuzi,TZA,,,
vparty_3553,Tanzania Labour Party,TZA,,,
vparty_5788,Tanganyika African National Union,TZA,,,
vparty_6075,United Democratic Party,TZA,,,
vparty_1112,Nationalist Party,TWN,,,
vparty_1596,Democratic Progressive Party,TWN,,,
vparty_2941,independent,TWN,,,
vparty_3664,Taiwan Solidarity Union,TWN,,,tech_platform
vparty_3665,People First Party,TWN,,,
vparty_3666,Chinese / New Party,TWN,,,
vparty_5935,New Power Party,TWN,,,critical_infra
vparty_2327,Democrat Party,THA,,,
vparty_2373,Thai Nation Party / Chart Thai Party,THA,,,tech_platform
vparty_2376,People's Power Party,THA,,,critical_infra
vparty_2377,Motherland Party,THA,,,
vparty_2951,independent,THA,,,
vparty_4115,Social Action Party,THA,,,tech_platform
vparty_4287,National Democrat,THA,,,
vparty_4288,National Development Party,THA,,,
vparty_4289,New Aspiration Party,THA,,,
vparty_4290,New Force Party,THA,,,
vparty_4292,People Party,THA,,,
vparty_4293,Thai People Party,THA,,,tech_platform
vparty_4296,Progress Party,THA,,,
vparty_4298,Social Agrarian,THA,,,tech_platform
vparty_4301,Social Nationalist Party,THA,,,tech_platform
vparty_4303,Thai Citizens' Party / Prachakorn Thai Party,THA,,,tech_platform
vparty_4304,United Thai People's Party,THA,,,tech_platform
vparty_4305,United Thai Party,THA,,,tech_platform
vparty_4307,Seritham Party,THA,,,
vparty_4308,United Democrat Party,THA,,,
vparty_4309,Community Action Party,THA,,,
vparty_4310,Palang Dharma Party / Force of Virtue,THA,,,
vparty_4311,Social Justice Party,THA,,,tech_platform
vparty_5167,Leading Thai party,THA,,,tech_platform
vparty_5397,Thai Rak Thai Party / Thais Love Thais,THA,,,tech_platform
vparty_5398,Pheu Thai Party,THA,,,tech_platform
vparty_6033,Constitutional Front Party,THA,,,
vparty_6423,Bhumjaithai Party,THA,,,tech_platform
vparty_6919,People's State Power Party,THA,,,critical_infra
vparty_6997,Love Thailand Party,THA,,,tech_platform
vparty_7430,Sahachip Party,THA,,,
vparty_7894,Mahachon Party / Great People's Party,THA,,,
vparty_7915,Future Forward Party,THA,,,
vparty_93496,alliance: Sahachip Party-Constitutional Front Party,THA,,,
vparty_3617,independent,UGA,,,
vparty_4523,National Resistance Movement,UGA,,,
vparty_4524,Uganda People's Congress,UGA,,,
vparty_4525,Democratic Party,UGA,,,
vparty_4781,Kabaka Yekka,UGA,,,
vparty_5389,Forum for Democratic Change,UGA,,,
vparty_6614,Uganda National Congress,UGA,,,
vparty_93498,alliance: Uganda People's Congress-Kabaka Yekka,UGA,,,
vparty_361,Justice First,VEN,,,
vparty_413,For Social Democracy,VEN,,,tech_platform
vparty_646,Movement toward Socialism,VEN,,,tech_platform
vparty_849,A New Era,VEN,,,
vparty_862,Democratic Action,VEN,,,
vparty_1356,Fatherland for All,VEN,,,
vparty_1483,Communist Party of Venezuela,VEN,,,
vparty_1754,Fifth Republic Movement,VEN,,,
vparty_4759,Political Electoral Independent Organization Committee / Social Christian Party / Green Party,VEN,,,tech_platform
vparty_4760,Democratic Republican Union,VEN,,,
vparty_4802,Venezuela Project,VEN,,,
vparty_4803,Radical Cause,VEN,,,
vparty_4804,National Convergence,VEN,,,
vparty_4805,People's Electoral Movement,VEN,,,
vparty_4809,Nationalist Civic Crusade,VEN,,,
vparty_4813,Popular Democratic Force,VEN,,,
vparty_5094,United Socialist Party of Venezuela,VEN,,,tech_platform
vparty_5095,Democratic Unity Roundtable,VEN,,,
vparty_6336,Independents for the National Front,VEN,,,
vparty_6867,Independent Electoral Force,VEN,,,
vparty_7976,Popular Will,VEN,,,
vparty_93503,alliance: Great Patriotic Pole,VEN,,,
vparty_2300,Cowry Forces for an Emerging Benin,BEN,,,
vparty_2365,Democratic Renewal Party,BEN,,,
vparty_2366,G13 Baobab Alliance,BEN,,,
vparty_2368,Social Democratic Party,BEN,,,tech_platform
vparty_2611,independent,BEN,,,
vparty_3831,Benin Rebirth Party,BEN,,,
vparty_3834,National Rally for Democracy,BEN,,,
vparty_3836,Our Common Cause,BEN,,,
vparty_3839,Liberal Democrats' Rally for National Reconstruction-Vivotene,BEN,,,
vparty_4089,Action Front for Renewal and Development,BEN,,,
vparty_4090,Union for Democracy and National Solidarity,BEN,,,
vparty_4718,Republican Party of Dahomey / Dahomey Nationalist Party,BEN,,,
vparty_4719,Dahomeyan Democratic Union,BEN,,,
vparty_4720,Ethnic Group of the North / Dahomeyan Democratic Movement,BEN,,,
vparty_5413,People's Revolutionary Party of Benin,BEN,,,
vparty_5448,Dahomeyan Unity Party,BEN,,,
vparty_5776,Dahomeyan Democratic Party,BEN,,,
vparty_5826,Union for Future Benin,BEN,,,
vparty_5900,African Movement for Development and Progress,BEN,,,
vparty_6190,Key Force,BEN,,,
vparty_6450,National Party for Democracy and Development,BEN,,,
vparty_6569,Union Makes the Nation,BEN,,,
vparty_7052,National Union for Solidarity and Progress,BEN,,,
vparty_7053,National Movement for Democracy and Development,BEN,,,
vparty_7054,"Movement for Solidarity, Union and Progress",BEN,,,
vparty_7055,Union for Democracy and National Reconstruction,BEN,,,
vparty_7059,Patriotic Revival Party,BEN,,,
vparty_7060,Union for Relief,BEN,,,
vparty_7061,Hope Force,BEN,,,
vparty_7062,Union for Progress and Democracy,BEN,,,
vparty_7063,Impulse for a New Vision of the Republic,BEN,,,
vparty_7064,Party for Progress and Democracy,BEN,,,
vparty_7065,Party for Democracy and Solidarity,BEN,,,
vparty_7071,Alliance for a Democratic Dynamic,BEN,,,
vparty_7072,Union for the Triumph of Democratic Renewal,BEN,,,
vparty_7096,Rally for Progress and Renewal,BEN,,,
vparty_7193,Dahomeyan Progressive Union,BEN,,,
vparty_7194,African People's Bloc,BEN,,,
vparty_93299,alliance: Presidential Movement,BEN,,,
vparty_93300,alliance: Opposition,BEN,,,
vparty_93513,alliance: PNDD-PRD,BEN,,,
vparty_93514,alliance: PSD-UNSP,BEN,,,
vparty_93515,alliance: MNDD-MSUP-UDRN,BEN,,,
vparty_93516,alliance: Amana Alliance,BEN,,,
vparty_93517,alliance: Hope Force - Union for Change,BEN,,,
vparty_93518,alliance: Alliance RB-RP (Benin Rebirth Party-Patriotic Revival Party),BEN,,,
vparty_93519,alliance: Sun Alliance,BEN,,,
vparty_93520,alliance: United Democratic Forces Alliance (FDU),BEN,,,
vparty_93521,alliance: National Alliance for Development and Democracy (AND),BEN,,,
vparty_93522,alliance: Progressive Union,BEN,,,
vparty_93523,alliance: Republican Bloc,BEN,,,
vparty_3822,Bhutan Peace and Prosperity Party,BTN,,,
vparty_3823,People’s Democratic Party,BTN,,,
vparty_3569,independent,BFA,,,
vparty_4313,Congress for Democracy and Progress,BFA,,,
vparty_4314,Alliance for Democracy and Federation–African Democratic Rally,BFA,,,
vparty_4315,Union for Progress and Reform,BFA,,,
vparty_4317,Party for Democracy and Socialism / Metba,BFA,,,tech_platform
vparty_5343,National Convention of Progressive Patriots–Social Democratic Party,BFA,,,tech_platform
vparty_5769,People's Movement for Progress,BFA,,,
vparty_5774,Voltaic Democratic Union / African Democratic Rally,BFA,,,tech_platform
vparty_5807,National Union for Democracy and Development,BFA,,,
vparty_5899,Voltaic Progressive Union,BFA,,,tech_platform
vparty_5901,Party for Democracy and Progress,BFA,,,
vparty_6192,African Regroupment Party,BFA,,,
vparty_6415,Popular Front,BFA,,,
vparty_6449,National Liberation Movement,BFA,,,
vparty_6570,Alliance for Democracy and Federation,BFA,,,
vparty_7204,Voltaic Democratic Movement,BFA,,,tech_platform
vparty_7205,Unified Democratic Party,BFA,,,
vparty_7206,Entente Fada N'Gourma,BFA,,,
vparty_7207,African Popular Movement,BFA,,,
vparty_7329,Voltaic Union,BFA,,,tech_platform
vparty_7330,Voltaic Democratic Party–African Democratic Rally,BFA,,,tech_platform
vparty_7331,Rally of the French People,BFA,,,
vparty_7332,Social and Economic Action,BFA,,,tech_platform
vparty_7333,Union for the Defence of the Interests of Upper Volta,BFA,,,
vparty_3355,independent,KHM,,,
vparty_3761,Norodom Ranariddh Party,KHM,,,
vparty_3762,Sam Rainsy Party,KHM,,,tech_platform
vparty_3763,Human Rights' Party,KHM,,,
vparty_3764,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",KHM,,,
vparty_3765,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,KHM,,,
vparty_4721,People's Socialist Community,KHM,,,tech_platform
vparty_4722,Democratic Party,KHM,,,
vparty_5521,Cambodia National Rescue Party,KHM,,,
vparty_5830,National United Front of Kampuchea,KHM,,,
vparty_6887,Social Republican Party,KHM,,,tech_platform
vparty_6888,Liberal Party / Constitutionalist Party,KHM,,,
vparty_6889,Victorious North-East Party,KHM,,,
vparty_2304,Party of the Functional Groups,IDN,,,
vparty_2556,Prosperous Justice Party / Welfare and Justice Party,IDN,,,
vparty_2557,National Mandate Party,IDN,,,
vparty_2558,United Development Party,IDN,,,
vparty_2559,National Awakening Party,IDN,,,
vparty_2560,Indonesian Democratic Party of Struggle,IDN,,,
vparty_2561,Democratic Party,IDN,,,
vparty_4495,Great Indonesia Movement Party,IDN,,,
vparty_4496,Nasdem Party,IDN,,,
vparty_4497,People's Conscience Party,IDN,,,
vparty_4498,The Indonesian Democratic Party,IDN,,,
vparty_4500,Indonesian National Party,IDN,,,
vparty_4501,Muslim Party of Indonesia,IDN,,,
vparty_4503,Communist Party of Indonesia,IDN,,,
vparty_5299,Moslem Scholars League,IDN,,,
vparty_5300,Masyumi Party,IDN,,,
vparty_7446,Moderate right-wing [no-party],IDN,,,
vparty_7447,Moderate left-wing [no-party],IDN,,,
vparty_7448,Left-wing [no-party],IDN,,,
vparty_7449,Right-wing [no-party],IDN,,,
vparty_93384,unknown: Middle group,IDN,,,
vparty_2314,Liberation Front of Mozambique,MOZ,,,
vparty_2315,Mozambican National Resistance,MOZ,,,
vparty_3813,Democratic Movement of Mozambique,MOZ,,,
vparty_6083,Democratic Union,MOZ,,,
vparty_3463,independent,NPL,,,
vparty_3753,National Democratic Party,NPL,,,
vparty_3754,Madeshi People's Rights Forum Nepal,NPL,,,
vparty_3755,Communist Party of Nepal (Unified Marxist–Leninist),NPL,,,
vparty_3756,Nepali Congress,NPL,,,
vparty_3759,Communist Party of Nepal (Maoist),NPL,,,
vparty_6724,United People's Front of Nepal,NPL,,,
vparty_6978,Nepal Nationalist Gorkha Council,NPL,,,
vparty_7625,"Federal Socialist Forum, Nepal",NPL,,,tech_platform
vparty_7991,National People's Party Nepal,NPL,,,
vparty_93429,technical: Appointees,NPL,,,
vparty_185,Conservative Party,NIC,,,
vparty_286,Constitutionalist Liberal Party,NIC,,,
vparty_395,Sandinista Renovation Movement,NIC,,,
vparty_769,Sandinista National Liberation Front,NIC,,,
vparty_1640,Nicaraguan Liberal Alliance,NIC,,,
vparty_1738,Nicaraguan Resistance Party,NIC,,,
vparty_3656,Independent Liberal Party,NIC,,,
vparty_4749,Nationalist Liberal Party,NIC,,,
vparty_4750,Traditional Conservative Party,NIC,,,
vparty_5103,Democratic Conservative Party,NIC,,,
vparty_5384,Liberal Party,NIC,,,
vparty_5699,Popular Social Christian Party,NIC,,,tech_platform
vparty_6847,Nicaraguan Conservative Party,NIC,,,
vparty_7145,National Opposition Union,NIC,,,
vparty_7146,Social Christian Party,NIC,,,tech_platform
vparty_7147,Independent Liberal Party for National Unity,NIC,,,
vparty_7149,Neoliberal Party,NIC,,,
vparty_93430,alliance: Liberal Nationalist Party (PLN) / Conservative Nationalist Party (PCN),NIC,,,
vparty_93431,alliance: Traditional Conservative Party (PCT) / Constitutionalist Liberal Party (PLC),NIC,,,
vparty_93432,alliance: UNO,NIC,,,
vparty_93575,alliance: Liberal Alliance,NIC,,,
vparty_2325,Nigerien Party for Democracy and Socialism,NER,,,tech_platform
vparty_2350,National Movement for the Development of Society,NER,,,
vparty_2351,Nigerien Alliance for Democracy and Progress,NER,,,
vparty_2352,Democratic and Social Convention,NER,,,tech_platform
vparty_2849,independent,NER,,,
vparty_5347,Nigerien Progressive Party – African Democratic Rally,NER,,,
vparty_5348,Social Democratic Rally,NER,,,tech_platform
vparty_5385,Nigerien Democratic Movement for an African Federation,NER,,,
vparty_5645,Union for Democracy and the Republic,NER,,,
vparty_5647,Union of Popular Forces for Democracy and Progress,NER,,,
vparty_5804,Rally for Democracy and Progress / National Union of Independents for Democratic Renewal,NER,,,
vparty_6253,Party for People's Dignity,NER,,,
vparty_7301,Union of Nigerien Independents and Sympathisers,NER,,,
vparty_7627,Patriotic Movement for the Republic,NER,,,
vparty_2302,Patriotic Front,ZMB,,,
vparty_2332,Forum for Democracy and Development,ZMB,,,
vparty_2333,Movement for Multi-party Democracy,ZMB,,,
vparty_2334,United National Independence Party,ZMB,,,
vparty_2335,United Party for National Development,ZMB,,,
vparty_2984,independent,ZMB,,,
vparty_4125,Zambia Democratic Congress,ZMB,,,
vparty_4126,National Party,ZMB,,,
vparty_4128,Northern Rhodesian African National Congress,ZMB,,,
vparty_5264,National Progressive Party,ZMB,,,
vparty_7187,United Democratic Alliance,ZMB,,,
vparty_7288,United Party,ZMB,,,
vparty_7289,United Party,ZMB,,,
vparty_7290,Dominion Party,ZMB,,,
vparty_7291,Central Africa Party,ZMB,,,
vparty_3305,Zimbabwe African National Union – Patriotic Front,ZWE,,,
vparty_3547,independent,ZWE,,,
vparty_3558,Movement for Democratic Change,ZWE,,,
vparty_3559,Movement for Democratic Change – Tsvangirai,ZWE,,,tech_platform
vparty_3560,Movement for Democratic Change – Ncube,ZWE,,,
vparty_5344,Zimbabwe African People's Union,ZWE,,,
vparty_5345,Rhodesian Front / Conservative Alliance of Zimbabwe,ZWE,,,
vparty_5346,Centre Party,ZWE,,,
vparty_6032,Zimbabwe African National Union-Ndongo,ZWE,,,
vparty_6034,United African National Congress,ZWE,,,
vparty_6239,Zimbabwe Unity Movement,ZWE,,,
vparty_6440,United National Federal Party,ZWE,,,
vparty_6615,Zimbabwe United People's Organization,ZWE,,,
vparty_7275,Rhodesia Party,ZWE,,,
vparty_7276,Unionists,ZWE,,,
vparty_7277,Rhodesia Labour Party,ZWE,,,
vparty_7278,Progressive Party,ZWE,,,
vparty_7279,Reform Party,ZWE,,,
vparty_7280,United Party,ZWE,,,
vparty_7281,Southern Rhodesian Labour Party,ZWE,,,
vparty_7282,Southern Rhodesian Liberal Party,ZWE,,,
vparty_7283,United Party,ZWE,,,
vparty_7285,Confederate Party,ZWE,,,
vparty_7286,Dominion Party,ZWE,,,
vparty_7370,Rhodesia Electoral Union,ZWE,,,
vparty_7484,African National Council Independents,ZWE,,,
vparty_7986,People's Democratic Party,ZWE,,,
vparty_7987,Transform Zimbabwe,ZWE,,,
vparty_7988,Zimbabwe People First,ZWE,,,
vparty_7989,Multi-Racial Democrats,ZWE,,,
vparty_93506,alliance: Rhodesia Labour Party-Responsible Government Association alliance,ZWE,,,
vparty_93606,alliance: Movement for Democratic Change Alliance,ZWE,,,
vparty_3415,independent,GIN,,,
vparty_4063,Rally of the People of Guinea Rainbow,GIN,,,tech_platform
vparty_4274,Union of Democratic Forces of Guinea,GIN,,,
vparty_4275,Union of Republican Forces,GIN,,,
vparty_4276,Union for Progress and Renewal,GIN,,,
vparty_4737,Democratic Party of Guinea – African Democratic Rally,GIN,,,
vparty_5600,Union for a New Republic,GIN,,,
vparty_5780,Unity and Progress Party,GIN,,,
vparty_6446,Socialist Democracy of Guinea,GIN,,,tech_platform
vparty_6595,African Bloc of Guinea,GIN,,,
vparty_7334,French Section of the Workers' International,GIN,,,
vparty_4932,independent,CIV,,,
vparty_5096,Ivorian Popular Front,CIV,,,
vparty_5097,Rally of the Republicans,CIV,,,
vparty_5098,Democratic Party of Côte d'Ivoire — African Democratic Rally,CIV,,,
vparty_7335,Party of the French Union of Côte d'Ivoire,CIV,,,
vparty_7607,Rally of Houphouëtists for Democracy and Peace,CIV,,,
vparty_4998,independent,MRT,,,
vparty_5199,Rally of Democratic Forces / Assembly of Democratic Forces,MRT,,,
vparty_5288,Democratic [and Social] Republican Party for Renewal,MRT,,,tech_platform
vparty_5289,Mauritanian People's Party,MRT,,,
vparty_5693,People's Progressive Alliance,MRT,,,
vparty_5819,Union for the Republic,MRT,,,
vparty_5896,National Rally for Reform and Development,MRT,,,
vparty_6071,Union of the Forces of Progress,MRT,,,
vparty_6251,Mauritanian Regroupment Party,MRT,,,
vparty_6252,Party of the Democratic and Social Agreement,MRT,,,tech_platform
vparty_6340,Action for Change,MRT,,,
vparty_6513,Mauritanian Progressive Union,MRT,,,
vparty_6723,Socialist and Republican Union,MRT,,,tech_platform
vparty_7495,Rally for Democracy and Unity,MRT,,,
vparty_8029,Union for Democracy and Progress,MRT,,,
vparty_93557,alliance: Al-Mithaq,MRT,,,
vparty_152,New Democratic Party,CAN,,,
vparty_232,Progressive Conservative Party of Canada,CAN,,,
vparty_931,Green Party of Canada,CAN,,,
vparty_1004,Conservative Party of Canada (2003),CAN,,,
vparty_1156,Social Credit Party of Canada,CAN,,,tech_platform
vparty_1428,Quebec Bloc,CAN,,,
vparty_1739,Liberal Party of Canada,CAN,,,
