iso3,year,A,G,M,P,S_norm,decline_norm,risk_score,risk_band,guardrail_breach,alignment_low,tipping_zone,percolation_risk,shock_high,decline_high
COD,2024,0.5240976685514991,0.2661398716067711,0.9486541154504433,0.08357023797930171,0.47614285714285715,0.0,0.9092501649093616,high,True,False,False,False,True,False
COD,2025,0.5240976685514991,0.5233522708238927,0.9486541154504433,0.08357023797930171,0.19042857142857142,0.0,0.8671363295115181,high,False,False,False,False,False,False
COD,2026,0.5240976685514991,0.5233522708238927,0.9486541154504433,0.08357023797930171,0.19042857142857142,0.0,0.8671363295115181,high,False,False,False,False,False,False
COG,2020,0.27492060486385955,0.3186278763855534,0.6237747004823401,0.0138605946235401,0.30957142857142855,0.0,0.8908575368394027,high,True,True,True,False,True,False
COG,2020,0.27492060486385955,0.3186278763855534,0.6237747004823401,0.0138605946235401,0.30957142857142855,0.0,0.8908575368394027,high,True,True,True,False,True,False
COG,2020,0.27292060486385955,0.3186278763855534,0.6237747004823401,0.0138605946235401,0.30957142857142855,0.0,0.8910518456522969,high,True,True,True,False,True,False
COG,2020,0.27292060486385955,0.3186278763855534,0.6237747004823401,0.0138605946235401,0.30957142857142855,0.0,0.8910518456522969,high,True,True,True,False,True,False
COG,2021,0.27589795838641945,0.3112636412693809,0.6237747004823401,0.0138605946235401,0.2571428571428572,0.0,0.8883959537823856,high,True,True,True,False,False,False
COG,2021,0.27589795838641945,0.3112636412693809,0.6237747004823401,0.0138605946235401,0.2571428571428572,0.0,0.8883959537823856,high,True,True,True,False,False,False
COG,2021,0.27589795838641945,0.3112636412693809,0.6237747004823401,0.0138605946235401,0.2571428571428572,0.0,0.8883959537823856,high,True,True,True,False,False,False
COG,2021,0.27589795838641945,0.3112636412693809,0.6237747004823401,0.0138605946235401,0.2571428571428572,0.0,0.8883959537823856,high,True,True,True,False,False,False
COG,2022,0.2650767734380109,0.302998407769806,0.6237747004823401,0.0138605946235401,0.2571428571428572,0.031047108812075622,0.8926772397913055,high,True,True,True,False,False,False
COG,2022,0.2650767734380109,0.302998407769806,0.6237747004823401,0.0138605946235401,0.2571428571428572,0.031047108812075622,0.8926772397913055,high,True,True,True,False,False,False
COG,2022,0.26707677343801095,0.302998407769806,0.6237747004823401,0.0138605946235401,0.2571428571428572,0.031047108812075622,0.8924854800851816,high,True,True,True,False,False,False
COG,2022,0.26707677343801095,0.302998407769806,0.6237747004823401,0.0138605946235401,0.2571428571428572,0.031047108812075622,0.8924854800851816,high,True,True,True,False,False,False
COG,2023,0.26971065326121724,0.31069225897884795,0.6237747004823401,0.0138605946235401,0.19999999999999998,0.008470326237108652,0.8863219033321224,high,True,True,True,False,False,False
COG,2023,0.26971065326121724,0.31069225897884795,0.6237747004823401,0.0138605946235401,0.19999999999999998,0.008470326237108652,0.8863219033321224,high,True,True,True,False,False,False
COG,2023,0.2717106532612172,0.31069225897884795,0.6237747004823401,0.0138605946235401,0.19999999999999998,0.008470326237108652,0.8861202368089426,high,True,True,True,False,False,False
COG,2023,0.2717106532612172,0.31069225897884795,0.6237747004823401,0.0138605946235401,0.19999999999999998,0.008470326237108652,0.8861202368089426,high,True,True,True,False,False,False
COG,2024,0.5240976685514991,0.3139816311296439,0.6237747004823401,0.0138605946235401,0.17857142857142858,0.008470326237108652,0.8560885867670109,high,True,False,False,False,False,False
COG,2024,0.5240976685514991,0.3139816311296439,0.6237747004823401,0.0138605946235401,0.17857142857142858,0.008470326237108652,0.8560885867670109,high,True,False,False,False,False,False
COG,2024,0.5240976685514991,0.3139816311296439,0.6237747004823401,0.0138605946235401,0.17857142857142858,0.008470326237108652,0.8560885867670109,high,True,False,False,False,False,False
COG,2024,0.5240976685514991,0.3139816311296439,0.6237747004823401,0.0138605946235401,0.17857142857142858,0.008470326237108652,0.8560885867670109,high,True,False,False,False,False,False
COG,2025,0.5240976685514991,0.5233522708238927,0.6237747004823401,0.0138605946235401,0.19042857142857142,0.016574007113806886,0.8302503428260377,high,False,False,False,False,False,False
COG,2025,0.5240976685514991,0.5233522708238927,0.6237747004823401,0.0138605946235401,0.19042857142857142,0.016574007113806886,0.8302503428260377,high,False,False,False,False,False,False
COG,2025,0.5240976685514991,0.5233522708238927,0.6237747004823401,0.0138605946235401,0.19042857142857142,0.016574007113806886,0.8302503428260377,high,False,False,False,False,False,False
COG,2025,0.5240976685514991,0.5233522708238927,0.6237747004823401,0.0138605946235401,0.19042857142857142,0.016574007113806886,0.8302503428260377,high,False,False,False,False,False,False
COG,2026,0.5240976685514991,0.5233522708238927,0.6237747004823401,0.0138605946235401,0.19042857142857142,0.0,0.8283734694395894,high,False,False,False,False,False,False
