iso3,year,A,G,M,P,S_norm,decline_norm,risk_score,risk_band,guardrail_breach,alignment_low,tipping_zone,percolation_risk,shock_high,decline_high
AUS,2020,0.8881063371761296,0.8862456684051055,0.0,0.30247331300457503,0.08157142857142856,0.0,0.6120826068858809,medium,False,False,False,False,False,False
AUS,2021,0.8811599220631905,0.8910658332715127,0.0,0.30247331300457503,0.10714285714285714,0.0,0.616222217323201,medium,False,False,False,False,False,False
AUS,2022,0.8792203611718371,0.8772498588027327,0.0,0.30247331300457503,0.09528571428571429,0.03517207968004182,0.6248821573726199,medium,False,False,False,False,False,False
AUS,2023,0.8887926222670226,0.8928113719576789,0.0,0.30247331300457503,0.08571428571428572,0.0,0.6109503119223387,medium,False,False,False,False,False,False
AUS,2024,0.5240976685514991,0.8831878270817656,0.0,0.30247331300457503,0.10714285714285714,0.0,0.6981458763558702,high,False,False,False,False,False,False
AUS,2025,0.5240976685514991,0.5233522708238927,0.0,0.30247331300457503,0.19042857142857142,0.0,0.7770039180446282,high,False,False,False,False,False,False
AUS,2026,0.5240976685514991,0.5233522708238927,0.0,0.30247331300457503,0.19042857142857142,0.0,0.7770039180446282,high,False,False,False,False,False,False
AUT,2020,0.90339900290058,0.8952565461930417,0.2785021523779887,0.5943075498840774,0.1142857142857143,0.0,0.7004207281024597,high,False,False,False,False,False,False
AUT,2021,0.8917189804281259,0.8766583439687394,0.2785021523779887,0.5943075498840774,0.17457142857142857,0.0,0.7141757123404505,high,False,False,False,False,False,False
AUT,2022,0.8698274302723995,0.8487099519256793,0.2785021523779887,0.5943075498840774,0.17457142857142857,0.13288152330056663,0.7449574949809493,high,False,False,False,False,False,True
AUT,2023,0.8688952409224854,0.8530726899165764,0.2785021523779887,0.5943075498840774,0.14285714285714285,0.09104751614367805,0.7341869822605351,high,False,False,False,False,False,True
AUT,2024,0.5240976685514991,0.843780854959822,0.2785021523779887,0.5943075498840774,0.16671428571428573,0.09104751614367805,0.7996926152835908,high,False,False,False,False,False,True
AUT,2025,0.5240976685514991,0.5233522708238927,0.2785021523779887,0.5943075498840774,0.19042857142857142,0.09033992260401341,0.8479310637051344,high,False,False,False,False,False,True
AUT,2026,0.5240976685514991,0.5233522708238927,0.2785021523779887,0.5943075498840774,0.19042857142857142,0.0,0.8383759211411191,high,False,False,False,False,False,False
AZE,2020,0.23302806631197792,0.2611543785773092,0.9958508376121571,0.46292957974128024,0.09999999999999999,0.0,0.9334078768634563,high,True,True,True,False,False,False
AZE,2021,0.23850346540916062,0.26678429221763444,0.9958508376121571,0.46292957974128024,0.1142857142857143,0.0,0.933250203600658,high,True,True,True,False,False,False
AZE,2022,0.22174645632546777,0.25785109135819084,0.9958508376121571,0.46292957974128024,0.125,0.044654372819936755,0.9373541872425265,high,True,True,True,False,False,False
AZE,2023,0.22476707635327267,0.2575123854467921,0.9958508376121571,0.46292957974128024,0.10714285714285714,0.021798858255093805,0.9354678818608156,high,True,True,True,False,False,False
AZE,2024,0.5240976685514991,0.2237584747678812,0.9958508376121571,0.46292957974128024,0.20414285714285715,0.021798858255093805,0.9217602318785123,high,True,False,False,False,False,False
AZE,2025,0.5240976685514991,0.5233522708238927,0.9958508376121571,0.46292957974128024,0.19042857142857142,0.05437077144439252,0.8988709669815537,high,False,False,False,False,False,True
AZE,2026,0.5240976685514991,0.5233522708238927,0.9958508376121571,0.46292957974128024,0.19042857142857142,0.0,0.894847875077604,high,False,False,False,False,False,False
BDI,2020,0.17359790760956792,0.2161539364799861,0.8751620766557751,0.43701943745141913,0.38771428571428573,0.0,0.9429571472789787,high,True,True,True,True,True,False
BDI,2021,0.19528600496929754,0.26321186024021065,0.8751620766557751,0.43701943745141913,0.32657142857142857,0.0,0.937014033745403,high,True,True,True,True,True,False
BDI,2022,0.21526420076343,0.28180341360043404,0.8751620766557751,0.43701943745141913,0.19042857142857142,0.0,0.9295325452829795,high,True,True,True,True,False,False
BDI,2023,0.20725141644327083,0.2543516295655605,0.8751620766557751,0.43701943745141913,0.16671428571428573,0.0,0.9309109164642801,high,True,True,True,True,False,False
BDI,2024,0.5240976685514991,0.25251208367082556,0.8751620766557751,0.43701943745141913,0.17857142857142858,0.0,0.9082851803914324,high,True,False,False,True,False,False
BDI,2025,0.5240976685514991,0.5233522708238927,0.8751620766557751,0.43701943745141913,0.19042857142857142,0.0,0.8838236778050212,high,False,False,False,True,False,False
BDI,2026,0.5240976685514991,0.5233522708238927,0.8751620766557751,0.43701943745141913,0.19042857142857142,0.0,0.8838236778050212,high,False,False,False,True,False,False
BEL,2020,0.9147809536053592,0.8984659221482414,0.26695710803381567,0.7451077747985599,0.07142857142857142,0.0,0.7089398252632487,high,False,False,False,False,False,False
BEL,2021,0.9104996258593285,0.8976752819178596,0.26695710803381567,0.7451077747985599,0.125,0.0,0.7165587651232393,high,False,False,False,False,False,False
BEL,2022,0.9007200983930475,0.8740897142840293,0.26695710803381567,0.7451077747985599,0.119,0.05565505912440657,0.7314014467445112,high,False,False,False,False,False,True
BEL,2023,0.8904334150137609,0.8564761394954863,0.26695710803381567,0.7451077747985599,0.119,0.0642475714498823,0.7381777583307247,high,False,False,False,False,False,True
BEL,2024,0.5240976685514991,0.8677291861836522,0.26695710803381567,0.7451077747985599,0.1142857142857143,0.0642475714498823,0.800396284514556,high,False,False,False,False,False,True
BEL,2025,0.5240976685514991,0.5233522708238927,0.26695710803381567,0.7451077747985599,0.19042857142857142,0.07942519385556383,0.8570471047783081,high,False,False,False,False,False,True
BEL,2026,0.5240976685514991,0.5233522708238927,0.26695710803381567,0.7451077747985599,0.19042857142857142,0.0,0.8490843618780468,high,False,False,False,False,False,False
BEN,2020,0.5544856977367638,0.5763528753775042,0.9578860017633939,0.0,0.17857142857142858,0.0,0.8510186718120556,high,False,False,False,False,False,False
BEN,2021,0.5410174472145016,0.5627407619128466,0.9578860017633939,0.0,0.23214285714285715,0.0,0.8583723205097994,high,False,False,False,False,False,False
BEN,2022,0.5253963543294129,0.5329553925747227,0.9578860017633939,0.0,0.14285714285714285,0.11514016059341184,0.8682740163881256,high,False,False,False,False,False,True
BEN,2023,0.5295990447113971,0.546190842386052,0.9578860017633939,0.0,0.14285714285714285,0.06567017082159697,0.861615054529597,high,False,False,False,False,False,True
BEN,2024,0.5240976685514991,0.5536589333455764,0.9578860017633939,0.0,0.061285714285714284,0.06567017082159697,0.8554323889785084,high,False,False,False,False,False,True
BEN,2025,0.5240976685514991,0.5233522708238927,0.9578860017633939,0.0,0.19042857142857142,0.04519581894706647,0.8663740957411429,high,False,False,False,False,False,False
BEN,2026,0.5240976685514991,0.5233522708238927,0.9578860017633939,0.0,0.19042857142857142,0.0,0.8621325134002323,high,False,False,False,False,False,False
BFA,2020,0.6057826546225366,0.6115534262458812,0.6653700534204656,0.1520769086603124,0.35714285714285715,0.0,0.8348629468160327,high,False,False,False,False,True,False
BFA,2021,0.5988146057996849,0.6073517314622487,0.6653700534204656,0.1520769086603124,0.35714285714285715,0.0,0.8363971293955033,high,False,False,False,False,True,False
BFA,2022,0.5139455853245403,0.5834093377496121,0.6653700534204656,0.1520769086603124,1.0,0.36350545144059476,0.918113856868652,high,False,False,False,False,True,True
BFA,2023,0.44572496092780095,0.5336819959963085,0.6653700534204656,0.1520769086603124,0.35714285714285715,0.4223555524131889,0.8999172424678294,high,False,False,False,False,True,True
BFA,2024,0.5240976685514991,0.4392454902099983,0.6653700534204656,0.1520769086603124,0.34285714285714286,0.4223555524131889,0.9005900326724642,high,False,False,False,False,True,True
BFA,2025,0.5240976685514991,0.5233522708238927,0.6653700534204656,0.1520769086603124,0.19042857142857142,0.6059527040160968,0.8979921499192581,high,False,False,False,False,False,True
BFA,2026,0.5240976685514991,0.5233522708238927,0.6653700534204656,0.1520769086603124,0.19042857142857142,0.0,0.8442701027200638,high,False,False,False,False,False,False
BGD,2020,0.2913600197394366,0.30360414476096165,0.9927908303511228,0.09076557547067934,0.39685714285714285,0.0,0.923567940533286,high,True,True,True,False,True,False
BGD,2021,0.2789647462365708,0.2968888681060428,0.9927908303511228,0.09076557547067934,0.4107142857142857,0.0,0.925481516602534,high,True,True,True,False,True,False
BGD,2022,0.26496736728337694,0.256331972476357,0.9927908303511228,0.09076557547067934,0.42857142857142855,0.10446623699003432,0.9351183657000773,high,True,True,True,False,True,True
BGD,2023,0.25609924643659476,0.257883518481814,0.9927908303511228,0.09076557547067934,0.42857142857142855,0.09304509544690392,0.9350078345977941,high,True,True,True,False,True,True
BGD,2024,0.5240976685514991,0.23621032461918195,0.9927908303511228,0.09076557547067934,0.4855714285714286,0.09304509544690392,0.9208653467981692,high,True,False,False,False,True,True
BGD,2025,0.5240976685514991,0.5233522708238927,0.9927908303511228,0.09076557547067934,0.19042857142857142,0.0905052163656802,0.8795211492951328,high,False,False,False,False,False,True
BGD,2026,0.5240976685514991,0.5233522708238927,0.9927908303511228,0.09076557547067934,0.19042857142857142,0.0,0.8716356962932923,high,False,False,False,False,False,False
BGR,2020,0.6316347071626819,0.5848916609769124,0.5622115035527202,0.4720668625152099,0.19999999999999998,0.0,0.8370558038445717,high,False,False,False,False,False,False
BGR,2021,0.6421406092271953,0.5910715610313351,0.5622115035527202,0.4720668625152099,0.17457142857142857,0.0,0.8326519576467486,high,False,False,False,False,False,False
